number_of_turns,score,id,match_id,player_id,outcome
15,66.88118487504086,0071f491-ab02-4bc7-8bba-abec90e00264,2159265b-9cb4-447a-b2e5-072e96f555cf,bdf3bce1-8e8d-4260-ac04-6602efd6fd4c,WIN
22,54.32893101848936,0076ec7d-6916-491b-aae9-d15a917982f0,b528a3e4-fd7a-4dd3-baa3-70d51de515e1,0067e6ce-cd68-44c9-ac40-c4421bd0077a,WIN
24,9.897056261114251,007bad3c-e746-4b12-a5f7-5e8c2a9c709f,cf2498ee-22b3-4362-b8b6-fe60c7a09a4e,190f9ce9-5fd0-4e13-abd5-cfe8c35fbe15,LOSS
26,23.884130191841972,007c48a7-baeb-476e-afc1-cd15038dbbd6,5ec49f37-fd92-4cea-856c-95ca2fb562b7,ae656a35-5e34-4d37-8876-da3d483a97d4,LOSS
14,97.48470886699658,0089f251-0fb9-4d92-abad-9bd5b993614c,0dcec143-616f-4503-93a2-d9c56e7a208a,4f68b4f7-7f7a-4e91-a3ce-cb2788ebfcfe,WIN
13,89.92378591457671,008abbaf-9323-4956-8636-5a0b323cfd35,34fff76b-24b6-40f4-bdc4-f889969b3447,4300161d-4439-466d-a668-da6c11d30567,WIN
18,56.19066379771051,008b83d4-9d67-427c-8e16-001ab51cb071,9e16fb62-d48d-4c97-82e3-eb528ca526c7,f820f65d-ca08-45f0-9c05-e912d7aa5488,WIN
27,87.49736269560336,008f554c-c8c4-417e-8c53-bd2c2eebe4b9,d66cf402-0fa3-43be-b9de-17b5a0dafacf,cf5c31eb-eab7-4052-955a-1ca7e21589e8,WIN
15,74.20317798446328,0094745f-dd8b-4cb3-9eca-5076197c3253,e1a6680c-36a6-4d0c-aa7a-5f945a91f343,9e265c61-417c-4348-9278-455da3712876,WIN
12,85.4293677281562,00954545-980f-4a61-88c5-3198722b3664,621a3529-f4fb-4ee7-8aea-fcdedf1ffd4d,6ca74b1d-af7d-480a-a993-e7550852f8de,WIN
10,66.09319844113308,00aa0efa-123e-4c9d-b1bb-ceaa792e83c4,953c249d-b3ea-44f3-83b0-8b87dd740847,15108cba-3e41-4438-a987-bd3670a6e1c4,WIN
28,20.850474139812054,00ad04c7-5178-452a-8a9d-154792248d58,a616c15a-989c-42ed-bfcb-6e3ed3dfa125,a8458de6-5a7e-4b55-969a-0267980a4305,LOSS
26,86.87692171313839,00b32787-681d-45b2-af52-adebdfa94621,5644f87c-78c7-4fe7-93a8-138086a5f4ea,434415bc-9782-466b-91ef-38ea59d8ee7f,WIN
13,53.34304378093962,00b32e30-11cf-4e3a-bf9f-94a390bc655b,ad04c498-ae22-4e7a-8020-506f925fc086,09d5cb7c-8a2a-46ec-9d08-33db691ce23e,WIN
16,30.649422292887227,00b48364-3640-418c-b5ef-6d19a0bff561,226869c9-df4a-4803-b86d-4cda7a6083aa,2580d6ae-5397-4ce9-8dee-25da700e3a99,LOSS
20,20.653923023896677,00bb416d-430f-4e78-b71d-1543a7ac50fd,bbde31a3-e71e-4f9e-af72-26bb83000c23,ed27b11f-bc06-4a69-9c6e-c53e8208747a,LOSS
10,8.160452442130323,00be933b-079d-4449-b734-10f821e27cb9,c7114275-8c1d-4806-8171-8a8bacf3b078,d4fd31da-4a31-46bd-9619-e4e16c4d02b4,LOSS
17,12.98690232969481,00c91ac2-d052-44dc-9861-199c0f05b23f,76752c87-c3d3-40bb-bafd-f7b06518e79e,40945d32-c415-44fc-9e7b-827bf79b3e60,LOSS
28,82.08707676148953,00ca4637-63da-4aba-a361-92efd82c5e32,585e5a6c-6258-45d9-a58d-3940517be2eb,2e37899b-a064-4244-a11d-a187d257c980,WIN
28,81.00935688338276,00cb0cba-5897-469d-b2d2-5c3503dea79c,866a0092-8223-440b-8523-2baca681ae3f,b0e80362-a575-46ad-a984-c3ee20536964,WIN
27,77.11179028201659,00ce8b19-5c2f-4da0-9f6a-1bf9d8a4ba3f,39f85a9b-8537-4482-a0e4-c83150e4adc9,13ff566b-ca19-465b-90c0-a850fdef3dc5,WIN
29,99.77240810719178,00d57a58-7c03-4eeb-b953-382b480997b4,a98b77d3-6f3b-4781-9af0-489e711fd04a,de1b2828-a1cc-40e7-97fb-e91fa9201a18,WIN
25,57.91271213554263,00d64fc2-5eb4-4a90-b068-dd5097e0d15b,3a3dcfc6-a9c6-4afe-b0d7-1e4321f9c292,803e8fcf-5d0a-4686-bab5-472047524721,WIN
28,5.147728268169303,00e3761a-27ba-4561-b23a-0ef1ad583065,e7a0aa32-08b0-4034-b663-fecf526fcd8e,ba0b060f-5f33-435f-9ef3-2a7ca62f46eb,LOSS
26,96.3576465631874,00e7946e-54b3-4f73-8932-cb6440913eb2,0c94069e-528d-4126-9f6f-62c7f3ba251c,1434e73d-b9a6-43b1-8f84-7cd1193f0096,WIN
21,46.93018053390515,00e7eeb2-2068-4637-b850-b118d62bfada,56fdb71c-d590-4790-807f-695de5facd99,4ab92e71-029f-42f1-90e5-81fe460d63e5,LOSS
22,70.7291899946075,00e9a6c2-a469-4bb1-8531-14ccc7763814,50aebb54-b2e9-4f83-930e-586b0290afa0,19732f4f-504f-43b9-85c7-277ba04225e2,WIN
10,81.03491854274185,00eb1c1f-b345-4ba0-a314-a036311324a0,abe9cc9a-4efe-459b-ae85-af055e4b94aa,c6321992-806f-4a8b-9c97-a2fddac8a8db,WIN
23,61.66920276214394,00ecacb4-57ae-404d-926b-3f3b6cd9b330,1fe1b70e-09ba-49d0-9863-d4e692f07f75,2b7d337a-91aa-46d4-8523-723a43e06d32,WIN
26,43.687049315088856,00f0e47e-f07f-4adb-87bd-83bfbbfa703d,0000ba72-a1b7-4c4f-a75f-f13587cb2318,24c7c99e-de52-421a-bfec-d0a20984b6bc,LOSS
29,4.579476451260568,00f18aba-f5b3-4723-878a-7aacac8cfed2,bad11ebb-958e-4854-9d0b-0cc7ce2cb879,e1565146-f66d-4d70-ae26-ce1afec2919b,LOSS
16,97.70348805197308,00f1b65d-a25d-4591-8b2c-c712f6fb6a2a,0094e8ec-c64a-4dbe-8c13-9aacfd450ae3,dc999139-6e00-4ca1-b9f3-59b368c51454,WIN
28,66.81505856514323,00f3c720-27c9-475b-9ecf-0dcfa3d365f0,0c9a2516-4f82-4e60-8285-9b3b2d85d0e1,5286cc57-951a-4fe2-a3c9-122f915cd4ff,WIN
22,52.618454107255936,00f8f8da-8965-463d-9ca4-8bdf5df56620,3c0c6e6b-4c5c-4e5b-b9cc-55e3aac102b6,a32fec3a-2178-40e2-b724-6d30b0625b26,WIN
17,8.586085272287088,00fb3027-3203-4679-9681-e33d2e75f0b2,fb887c8b-04d4-4f23-9c3b-fc94cd8b5543,d60028a7-5196-4664-b07d-4d775cb4aad0,LOSS
29,97.05796062735115,00fc2fbb-0769-4b32-ac8e-0c2c383714da,6fea36a9-7a93-417b-846b-93fa4bbd1da2,86777617-d5da-4fca-be70-ae79c7e25154,WIN
15,24.905989857691562,01069c5b-8fa3-4064-a27f-eb283287b62f,79e60246-fcf5-454d-949c-9fc77b8f8776,e1565146-f66d-4d70-ae26-ce1afec2919b,LOSS
25,27.32087500038375,010a3a91-4030-4e3b-8bf4-e8338e5c30d5,d84198d2-bc1e-429e-a5bb-d1ec8806d879,bff40c32-efe0-4052-9120-099634a1525d,LOSS
25,41.961215528209756,010d6f05-4c10-483f-8909-300b37b61a3f,09a09026-c869-4b1c-9401-5f3fea28252e,b3f2273d-66b8-45a3-a9a0-72fe52fc4f45,LOSS
22,37.95697017441924,010d7d58-d215-4523-bed1-f743da19d0d6,148cabc2-d4f3-4d04-8308-108fa87acc8d,3fc52bcf-a91f-4a31-8b24-2f3433396c21,LOSS
27,83.17638330365139,010decce-55c4-4c1f-9a2c-379388865c45,eb5645dd-6cd0-4e9d-807f-02a3f66d3b38,2086c231-6be1-4bce-b80b-63367c12b639,WIN
16,45.84361424955865,010f42ae-f8c0-4520-b291-59fcf678c95d,0230f164-0950-4e0a-8f90-06905a88a894,07f9918d-b07d-4031-a042-fe29c806566c,LOSS
25,11.630707794696725,01127b5f-d2a8-445e-885a-ee52eae1c55a,e15de30e-6d42-438f-b296-3e1b3c3741eb,3f952c01-29d4-4509-a8f2-41f2bbc5f9bb,LOSS
24,28.927052432344162,0114736d-eb02-4e25-8413-b532de3edbf2,c993326f-5dc7-4837-a77e-b00f62974026,ab6b1642-0049-4e5a-bb67-f47b6a1aa0d9,LOSS
17,5.433820397984782,011488c1-63ae-4600-9e26-0744e591b15b,4a9df881-1dec-4c71-8448-80078228b955,fa41df7b-2b11-4a42-96a7-96b5b6008193,LOSS
22,37.09339001731709,0115e879-8286-4c70-8397-afab043950bc,439f0d08-0ae6-41d0-9033-07370989be2f,935135b4-2eec-49be-9ecc-6b5b1f81970c,LOSS
20,97.15573047319656,011b1a1a-49a0-432b-a590-462e02054fbf,160aa2b6-c391-4e6e-823d-1ad747735375,f55e13a2-ef53-4f6d-b49a-f5b18fa28262,WIN
26,30.25001705061945,0125460d-ded9-4ea1-bbe3-7d1c706c1833,3fdfc830-8758-4786-ac84-7a2d9c868e54,eef86879-38c2-4464-837c-c028d665c812,LOSS
16,27.842452609878947,012684b4-00ae-40e0-9fe8-cde034de0cb4,64fa07df-30b9-462c-a337-d27d4ac831c6,369e9d69-bae2-4221-a018-79d6b9d9df52,LOSS
21,57.14017394423151,012c84e8-8ab3-4fda-adb0-765e0fab6daa,438ffaf9-1b54-4c2f-90af-040fcfd3f9d2,70834457-3687-48e1-946e-c9b12e05dc16,WIN
28,83.12765255400069,01335087-41c5-4a62-9220-db29f261f4e0,d4f26c0f-7b37-4cef-a86b-e8ec4727cf13,02842671-1dfc-4cf0-a01d-da7aeec9d9dd,WIN
26,51.925617694050295,0135e64b-49e8-4cd6-8c49-7574b0d31791,6d633320-6b2c-467d-b709-eca809764403,3a88a250-908a-4bc8-a1bc-1fb03f48c111,WIN
17,96.809915980585,013f89ac-ad2a-40c0-9da0-1c27ba7d385b,3717a5f0-0253-4960-88a0-ec4130ef727f,1b22b634-d836-48fb-b8db-25bd301074de,WIN
30,60.607730975943134,01442bef-db0b-4b69-83a9-c4667bcac91b,1e416c53-5fc5-4d60-9ea6-e12feaf25140,2821de79-30c7-4756-9b44-1fc88e64cc7b,WIN
15,66.6513610396901,01455457-1135-48ad-ad1a-bb638077ea53,a22cb177-8f45-4f81-8636-51e6cfc4231e,a2123559-89ba-4247-bbfd-ed2ac853c68e,WIN
24,43.86259953338093,014eb21a-fa2f-4fa8-abd8-6cb93f3d040c,2db7260a-7ed6-4314-822d-9693399dcb7a,2580d6ae-5397-4ce9-8dee-25da700e3a99,LOSS
17,81.94093777252981,0151c54c-6cd8-49bf-b8ce-72c6a486aae8,9a13031f-1f47-4a20-9f68-c432aab2ffa7,160fc2c0-ea8c-45fd-b084-d36d6b74a2c8,WIN
10,44.37135985021072,015493e1-c556-4666-9b20-3398a76864bb,185173ba-3a0a-4c70-97ca-1dbe4a6b3482,662916dd-1bb6-40c6-a8ae-7815fcb4d696,LOSS
18,61.59458781664256,0155327a-7f0c-4593-8cc9-ace6133230ee,34a00eca-10d2-4c61-9806-e947041f69bb,5e19bb3d-66ff-4dcc-88a1-0cf619184de5,WIN
16,37.29477092259955,015ac1e2-2d57-4df3-9e80-288879564a7b,bcb474fd-34ff-41d7-ab04-85cfa73aeffc,4850ec1a-c017-43ce-89a1-cda80b85e98c,LOSS
23,14.914398035481138,015d67fd-14cf-4549-98df-df70a6a7f872,46b39ee4-58f9-4ac7-898d-10abf32ff0ac,f08d9ba9-f58c-4dc6-a381-958754c8798d,LOSS
17,48.57627489687203,0160f275-40bf-4f7a-ab95-7efed8760718,2af1dfb2-7296-40cb-b9a2-ac502315da8d,3f68b57b-f5fd-4497-a093-9ae82a1914d2,LOSS
22,99.7810434392139,01633cf7-ea5e-43ed-b63b-9b6677ed91b3,dbe1e141-605c-4983-bd21-667797d18cda,c7aca00d-429d-4ded-9eca-2d8a72c83f30,WIN
29,22.291069657809402,01656522-66e4-43cf-bcb6-62abb603546f,5f541ddb-efb1-4b8a-8b7f-1e76b9f6562d,a32fec3a-2178-40e2-b724-6d30b0625b26,LOSS
11,57.05959641337998,01691e29-b85b-46dc-a735-29162af3f8a5,2a0b202c-36a7-4848-81dc-5c93256065d7,075bd4cc-65bd-4335-97aa-d675d62853e2,WIN
11,25.175735206036986,016b210d-b429-41db-8b54-758bf0e3a13a,4dff2cc3-0e5c-4dd9-86a6-31ff9a169b2e,4a8af5bd-cf69-4a0e-ab87-79c234039487,LOSS
13,84.15199081052162,016c0197-80a3-4acf-a99e-3f1c1b4ad55b,16d1fb67-ac84-43bf-90d5-66d8b6939d37,14fe4564-f730-41f5-ad4f-01d06ebc28a0,WIN
20,14.090628193860606,0176a0b8-d062-46c5-98a7-7dc13005b726,a9b5aed6-6ed4-42c2-b0fc-01339f74442a,426d5589-7685-4e96-8f1a-3ab1c0e1dbea,LOSS
29,23.667892189516138,0177ae56-67ab-4735-970d-fea5595347f6,dd229db7-8c58-4943-a62a-edad3319d884,7b4faf1f-b704-43be-b91e-2d541d9bc800,LOSS
17,59.272414125864884,0178198c-db30-4ba1-af55-7fef62833d48,3b65fd3a-620e-4117-8979-27cbac889395,3bbd7dd0-a5d1-49bd-80c3-6f8858828867,WIN
22,40.951215753916024,017a68c0-bd9b-4c09-aed2-8ae92082cea3,0780f1ea-d7f7-479d-9de7-76657178554d,c24bf81a-e34b-49ac-b43c-bcf30baae1aa,LOSS
24,42.096688297205944,0181d17b-cc61-492d-83f3-c127862d4b7d,a5c0ee8e-d152-4907-89f4-21cf85b67ff4,6d300dec-a0cb-4744-b3fc-79306bb2ae23,LOSS
12,86.0316242463008,0189590e-fb1b-47c0-a974-bc7990c74e3d,99166222-856a-4ea0-a101-af57d327b835,e7a9f639-3ca4-436d-9d6f-b0fec39dce5e,WIN
22,6.186892885188605,0189c14e-43ec-45d2-a1b7-d7c533c1e5a7,189e3865-adc3-4bdc-8dbd-d290c8dc26e7,7c7dbcc1-9898-4ae6-81e6-a9e3ba23fc45,LOSS
23,94.75380553820095,018aa422-4a00-4a3f-aa5b-0ca5d191f259,fbd1e717-2c23-4b9b-b8ce-daa468dd7bdd,09d5cb7c-8a2a-46ec-9d08-33db691ce23e,WIN
17,35.011306738919494,018d882a-2a3d-4c83-aecc-297071212919,426964dc-3492-4c6b-a40e-ad7d4d652cec,6c75b952-6744-41d3-b32e-8131413d0a22,LOSS
24,27.654335283318428,018df224-c34d-44d7-82b3-41ec4c39f46b,ec215274-b224-49e7-bc94-6d164e933425,bf6c9b9a-0d00-470f-b6de-ea367ef6402a,LOSS
11,10.460981750553174,01912b19-7dab-47b1-b0d3-8d07f44592f0,ae5b6aaa-42ff-4d15-89ab-a435f9eb1a3f,12bf4382-e26a-43b5-ac32-5bc8515226d5,LOSS
26,11.42576816346613,0192823c-b900-4fc1-9381-3a726ff30f01,4c043e32-742c-491d-b6e1-6b0a0d83d43c,434415bc-9782-466b-91ef-38ea59d8ee7f,LOSS
24,9.616673010500678,01989cdb-220e-41df-92d2-9da09d323e05,1697774d-6586-432b-81ca-ce1c94ef22d1,d7420699-9eb5-4576-979e-b202d5e8cd0d,LOSS
10,82.29601339534051,0198f11f-970e-499b-983f-feb8754b8d00,4ba3dae9-9f1b-4ddf-af67-20d015c0573a,0debe947-821f-494b-a2be-a01b01081780,WIN
23,50.36661179254512,019cc717-07ff-45fa-9f64-1f1f83a5f377,d8cb4df2-167a-4d48-ba54-d3d102df3b75,a07f108c-3d71-424e-8c13-962fea59b298,WIN
30,43.37825877832268,01a02a1d-dcd4-47e1-ad9e-ab30e75c6ef9,9c8fc183-dba0-4d88-98e8-ec8e3832d6e8,68cb3a1d-56bb-4121-8fea-f42f4d971f84,LOSS
11,60.50345872185002,01a33cd9-6051-4a2e-8331-33f153fe7aea,4bdc2a1c-691e-4d23-b7a2-3f6018793f1e,c8ef8b96-0377-4a8d-8d3b-618a055a24cb,WIN
25,86.3484866303271,01a75484-4a5b-4f28-98fa-b8fb08e10dc7,d766cb08-6720-425c-b9ae-c5c8aa4d77bb,46cbcae7-2124-4d8d-9061-63d7cb972e51,WIN
14,21.7446878137018,01afff55-a2d8-4414-94e9-7c6c2fbdaa2a,5c2f4c6a-b76a-4606-be86-99df2b979a2f,8ea7198d-9ffd-4aea-9822-20a28e44ab9a,LOSS
18,86.38939119224675,01b151f9-2833-4c0b-9392-588b51ad4736,f1660185-58e9-4370-99d0-bb71ed01ca99,f9ddf083-1838-4dd7-a893-702fa138edae,WIN
28,17.466346210853427,01b86c32-40d1-421a-8f3b-9b3d07ba494f,e6ea29bb-e326-47ae-b067-5153cb3cc158,debdaa94-9477-4417-9484-cd3bf9fbf19b,LOSS
26,58.03024602724357,01bb26e7-223a-4d5d-9b59-756df384d37e,7872bd5b-c6a0-4476-9c1d-28ef5e208f2b,4f68b4f7-7f7a-4e91-a3ce-cb2788ebfcfe,WIN
20,19.38036766616206,01bbb412-22e4-4792-a900-42786bf7f9dd,883921e6-f959-48f3-a99c-52c0b2aa0bbf,5da20db1-f402-46b4-bd87-787e25b33db0,LOSS
10,65.30989846912394,01be0b93-6256-40c3-acfb-9d8eafa34acb,bf8243ec-678e-4d6f-aa80-21de95ccfebb,45c0516d-531c-41b1-ae3d-f6b96c143b2b,WIN
21,72.49423586765629,01c1b3aa-54fd-4107-834a-d34c45330e7e,0c09384f-d3a8-4b2e-a2a0-f6591ab6c496,d82d578f-9dcb-44c8-aa54-20c93c9a80b3,WIN
17,85.0375126840869,01cfd25d-8c5e-4dd6-b8aa-40616f6e249f,878995d0-5d56-44aa-9ecb-2c37df806edc,ebccb2ea-cbd9-4e11-acbf-c11678dc6023,WIN
13,53.47116863254189,01cfdf77-1ae0-404e-94f9-93a74d26f228,dbba6cca-c0bc-497a-a85d-e3188a7e5591,2e37899b-a064-4244-a11d-a187d257c980,WIN
29,9.417682338367104,01d074f1-8961-4f45-8c99-f45ad3a77d6b,06a97e33-f57b-4357-981b-35002d56c39a,775dfde7-be86-4b95-a0ec-32bccc5f96d1,LOSS
18,70.29237284403165,01d3eb00-0859-4a2c-a60d-886ae68425a3,48a1be0d-7f39-4dd7-9eac-013aaa5362ed,bdfacbaa-cb87-4602-a62c-16f401be8c15,WIN
23,87.90111517620716,01d8972c-9a72-4fd9-9ea3-49f50d1c3d29,47abafa2-7057-401c-a7c4-c3c0f13221cc,eef86879-38c2-4464-837c-c028d665c812,WIN
16,7.976294255736504,01e34e0d-08f6-49e1-9ee1-3979ef11408a,416e40af-8c4f-4dac-a12e-3d279ff789cc,4850ec1a-c017-43ce-89a1-cda80b85e98c,LOSS
21,17.531612523437822,01e48834-db8f-4ea9-9bcb-129df0a7e07d,cef5fb6b-7fc7-4667-ba90-0bc0bc4dddc6,b4e2702c-3a4d-4466-a5cd-050b2dffd91c,LOSS
19,15.817236250298635,01e5d270-346f-4249-8a4a-f8c5ae70cc17,82c4a3ee-2b4e-4e90-b30c-2d0581ed1877,8b6167f5-c9c1-4d71-9fbc-475875a16571,LOSS
23,36.455084385263305,01e6d880-8f8d-42a0-92c2-fc936d0dd73d,62dc88de-f685-4f53-9054-c803ce37235e,5c9ba521-565a-490d-a365-588c9dfa9ac2,LOSS
29,74.81600230594337,01e7822a-0883-42b8-bbf9-019e96c3c06d,26e9323e-debf-4d49-81ae-8fd39688d9a5,b3f2273d-66b8-45a3-a9a0-72fe52fc4f45,WIN
14,35.73364081684594,01ed92ce-c0da-440c-8873-20bdc81238ea,e464902d-8114-4e70-b731-f101fee324c4,d956c5b1-3334-4da9-b5b9-6cddf691b856,LOSS
17,43.67665323938375,01ef858d-3ce0-4099-afb3-ce872b7390d6,f20ab488-cd40-468b-8fcb-2a2c70cee5f5,4732d7c7-1a26-4866-a6b4-8969f30ed14c,LOSS
21,6.712384821391714,01efcc1e-d45a-49a3-9a3f-7cd5b2c8eae5,9903b958-9749-45e6-a717-3284be73b8bd,403c1213-9745-49da-9d07-088459c453ba,LOSS
22,44.28118081874813,01f0a8d1-c5cd-472a-9c06-fe9c037895c5,b1e153ed-fe61-4f5d-9df8-14bc5f956170,70834457-3687-48e1-946e-c9b12e05dc16,LOSS
23,15.150823275934757,01f31f39-8968-4510-b4a5-ba78e33561b1,1ca636bf-48ce-476f-bc0d-4b92c362cfcf,bb7b73ee-ea22-444b-be6c-216076d8cbc4,LOSS
20,23.116330305240403,01f935b2-c7d9-4a47-87ea-4b0f1ed0301f,7777b59b-22cc-4a35-ac8d-4919f745a6cb,1eed44d4-7afc-4478-af56-29be06936df4,LOSS
26,79.48611490168238,01fc7e3f-14cc-47b1-b434-873bb4bcf0d9,b89ed8ab-85b5-4b8a-9f87-d816fe7f1c7f,8381a9aa-bf08-4f88-bc8e-c78ccf92a6be,WIN
29,97.7820780164015,01fee424-d8d5-4245-9c35-f2a2e88a713b,51ef69ac-7b4c-48da-abd6-a5fa9a7ef708,d6125ae4-7259-4ab3-aff4-1d27c65c6816,WIN
13,62.436591734097824,01ff065d-7110-4243-85f3-17176582c800,609d9e91-0c3a-4a31-b257-3a2d1aeb4e3f,e9ca870c-7b60-4265-ad43-d4c66a234886,WIN
14,38.49110273132755,0202edc6-d400-429b-9c63-2bb1174bd066,2b3934a9-81c3-4508-913d-df6012c241fc,dfc4d9b8-d33d-4fc1-bbd5-694215c19cd7,LOSS
10,32.416098633112576,0204e328-9072-493c-9ce7-6cfd7cb8d655,157c06b2-7281-4142-83a9-89ba57ecfd0f,1cf7ae00-2911-42c9-b048-e2a43073cdb8,LOSS
17,88.38063343772343,0207d655-91d2-4338-a701-a3f6acd0c8df,ee01c109-37ba-4919-97e4-14abcf559474,7d4ed585-2121-49e4-9c8e-0a34abf1f33a,WIN
21,46.1319089010334,020a34ae-6fb3-4b94-b2e3-22ad8bbcd7b8,425203bb-e960-4076-a4f1-746216c46caf,dbe7a6f8-5cab-423e-bda2-21ab0d42b98b,LOSS
26,80.859998786203,020bdfde-3ed6-41cd-b2f0-1999053e1109,7950c005-2727-4ebc-b7f4-afbb61400ff0,4dbb76fe-5a94-4614-a06f-707392a6cd42,WIN
